Neuron 1;Neuron 2;Nbr
SIBDR;RMDVR;1
SIBVR;RMDVR;1
URADR;RMDVR;1
URYDR;RMDVR;1
URYDR;RMDVR;4
URYVL;RMDVR;2
IL2DR;RMED;1
RIBL;RMED;1
RIBR;RMED;1
IL1VL;RMED;1
RIPL;RMED;1
RIPR;RMED;1
RMEV;RMED;2
SMBDL;RMED;3
SMBDR;RMED;4
URADR;RMED;1
IL1R;RMEL;2
IL2DL;RMEL;4
IL2DR;RMEL;2
IL2R;RMEL;2
IL2VL;RMEL;1
IL2VL;RMEL;1
IL2VR;RMEL;3
OLLL;RMEL;2
RIGL;RMEL;1
RMEV;RMEL;1
URADL;RMEL;1
URAVL;RMEL;1
IL1L;RMER;1
IL1VR;RMER;1
IL2DL;RMER;3
IL2DR;RMER;2
IL2L;RMER;2
IL2VL;RMER;4
IL2VR;RMER;2
OLLR;RMER;2
OLQVR;RMER;1
RIH;RMER;2
RMDL;RMER;1
RMEV;RMER;1
RMHR;RMER;1
URADR;RMER;1
URAVL;RMER;1
URAVR;RMER;2
IL2DR;RMEV;1
IL2L;RMEV;2
IL2R;RMEV;1
IL2VL;RMEV;1
IL2VR;RMEV;3
PVT;RMEV;1
RIH;RMEV;1
RIVR;RMEV;1
AVEL;RMEV;1
AVER;RMEV;1
IL1DL;RMEV;1
IL1DR;RMEV;1
RMED;RMEV;2
RMEL;RMEV;1
RMER;RMEV;1
SMBVL;RMEV;1
SMBVL;RMEV;4
SMBVR;RMEV;3
SMDDR;RMEV;1
URAVL;RMEV;2
URAVR;RMEV;2
AVKL;RMFL;4
AVKR;RMFL;4
AVKR;RMFL;1
DVC;RMFL;2
PVT;RMFL;1
PVT;RMFL;2
RIGL;RMFL;1
RIGR;RMFL;1
RIMR;RMFL;1
RMDL;RMFL;1
RMDR;RMFL;3
URBR;RMFL;1
RMGR;RMFL;1
SAADR;RMFL;1
SDQL;RMFL;1
VB01;RMFL;2
AVKL;RMFR;3
AVKL;RMFR;1
AVKR;RMFR;3
DVC;RMFR;4
PVT;RMFR;1
PVT;RMFR;2
RICL;RMFR;1
RIML;RMFR;1
RIMR;RMFR;1
RMDL;RMFR;2
SAAVL;RMFR;2
ADAL;RMGL;1
ADEL;RMGL;1
AIAL;RMGL;1
AIBR;RMGL;1
ALML;RMGL;1
ALML;RMGL;1
ALNL;RMGL;1
ASHL;RMGL;1
AVAL;RMGL;1
AVBR;RMGL;2
AVEL;RMGL;2
CEPDL;RMGL;1
CEPDL;RMGL;1
CEPDL;RMGL;3
PVQL;RMGL;1
RID;RMGL;1
RMDL;RMGL;1
RMDR;RMGL;1
RMDR;RMGL;2
RMDVL;RMGL;3
ADLL;RMGL;1
ASHL;RMGL;1
ASKL;RMGL;1
AWBL;RMGL;1
IL2L;RMGL;1
RMHL;RMGL;3
URXL;RMGL;1
RMHR;RMGL;1
RMHR;RMGL;1
SAADR;RMGL;1
SIAVL;RMGL;1
SIBVL;RMGL;2
SIBVR;RMGL;1
SMBVL;RMGL;1
SMBVL;RMGL;1
URXL;RMGL;1
URXL;RMGL;2
ADAR;RMGR;1
AIMR;RMGR;1
AIMR;RMGR;1
AIMR;RMGR;1
ALNR;RMGR;1
ASHR;RMGR;1
ASHR;RMGR;2
AVAR;RMGR;1
AVBR;RMGR;1
AVDL;RMGR;1
AVER;RMGR;3
AVJL;RMGR;1
CEPDR;RMGR;1
HSNR;RMGR;1
PVPR;RMGR;1
RIR;RMGR;1
RMDL;RMGR;4
RMDR;RMGR;2
RMDVR;RMGR;5
RMFL;RMGR;1
ASHR;RMGR;1
ASKR;RMGR;1
AWBR;RMGR;1
IL2R;RMGR;1
RMHR;RMGR;1
URXR;RMGR;1
SAADL;RMGR;1
URXR;RMGR;1
URXR;RMGR;1
ADEL;RMHL;1
CEPDR;RMHL;4
CEPVL;RMHL;1
IL1R;RMHL;1
RIGR;RMHL;4
RMDR;RMHL;1
RMGL;RMHL;3
SIBVR;RMHL;1
SDQR;RMHL;2
ALNR;RMHR;1
CEPDL;RMHR;1
CEPDL;RMHR;3
CEPDR;RMHR;1
CEPVR;RMHR;2
OLQDR;RMHR;1
RIGL;RMHR;3
RMER;RMHR;1
RMGL;RMHR;1
RMGL;RMHR;1
RMGR;RMHR;1
SDQR;RMHR;1
AIBL;SAADL;1
AIBL;SAADL;2
AIBR;SAADL;1
AVAL;SAADL;6
AVKR;SAADL;1
BDUL;SAADL;1
PLNL;SAADL;5
RIML;SAADL;1
RIML;SAADL;2
RIMR;SAADL;1
RIMR;SAADL;5
RIVR;SAADL;2
RMGR;SAADL;1
SMBDL;SAADL;1
SMBVL;SAADL;3
VB01;SAADL;7
VB01;SAADL;2
AIBL;SAADR;2
AIBR;SAADR;1
AVAR;SAADR;3
AVKL;SAADR;1
DVA;SAADR;1
OLLL;SAADR;1
PLNR;SAADR;4
RIAR;SAADR;1
RIML;SAADR;1
RIML;SAADR;3
RIML;SAADR;1
RIMR;SAADR;2
RIMR;SAADR;3
RIVL;SAADR;3
RMFL;SAADR;1
RMGL;SAADR;1
RMDDR;SAADR;1
SMBVR;SAADR;4
VB01;SAADR;2
VB01;SAADR;2
AIBL;SAAVL;1
ALNL;SAAVL;1
ALNL;SAAVL;3
AVAL;SAAVL;1
AVAL;SAAVL;16
DVA;SAAVL;1
OLLR;SAAVL;1
RIML;SAAVL;2
RIML;SAAVL;3
RIMR;SAAVL;12
RIMR;SAAVL;1
RIMR;SAAVL;2
RMFR;SAAVL;2
RMDVL;SAAVL;1
SMBVR;SAAVL;3
SMBDR;SAAVL;3
SMDDR;SAAVL;8
ADER;SAAVR;1
ALNR;SAAVR;2
AVAR;SAAVR;4
AVAR;SAAVR;9
DVA;SAAVR;1
RIML;SAAVR;5
RIML;SAAVR;2
RIMR;SAAVR;2
RIMR;SAAVR;3
RMDVR;SAAVR;1
SMBVL;SAAVR;2
SMBDL;SAAVR;1
SMBDL;SAAVR;1
SMDDL;SAAVR;6
AVAR;SABD;1
AVDL;SABD;1
AVDL;SABD;1
AVDR;SABD;1
AVEL;SABD;6
AVER;SABD;2
AVL;SABD;1
AVL;SABD;4
DVA;SABD;1
HSNR;SABD;1
PVR;SABD;1
AVAL;SABD;4
VA02;SABD;3
VA03;SABD;2
VA04;SABD;1
VA02;SABD;1
VB01;SABD;1
AVAR;SABVL;1
AVAR;SABVL;2
AVDL;SABVL;1
AVDR;SABVL;3
AVEL;SABVL;7
AVER;SABVL;3
AVJR;SABVL;1
AVL;SABVL;4
HSNL;SABVL;2
AVAR;SABVL;3
DA01;SABVL;2
DA02;SABVL;1
AVDL;SABVR;1
AVDR;SABVR;1
AVEL;SABVR;3
AVER;SABVR;3
AVL;SABVR;3
HSNR;SABVR;1
AVAL;SABVR;1
AVAR;SABVR;1
DA01;SABVR;3
AIBR;SDQL;1
ALML;SDQL;1
ALML;SDQL;1
AVAL;SDQL;1
AVAL;SDQL;1
AVAR;SDQL;3
AVEL;SDQL;1
BDUR;SDQL;1
FLPL;SDQL;1
RICR;SDQL;1
RIS;SDQL;2
RIS;SDQL;1
RMFL;SDQL;1
SDQR;SDQL;1
ADLL;SDQR;1
AIBL;SDQR;2
AVAL;SDQR;2
AVBL;SDQR;2
AVBL;SDQR;4
AVBR;SDQR;4
DVA;SDQR;3
RICR;SDQR;1
RMHL;SDQR;2
RMHR;SDQR;1
AVAL;SDQR;1
AVBL;SDQR;1
RIVL;SDQR;2
RIVR;SDQR;2
SDQL;SDQR;1
SIBVL;SDQR;1
ALMR;SIADL;1
CEPDR;SIADL;1
RIAL;SIADL;2
RIAR;SIADL;1
RIBL;SIADL;1
ADEL;SIADR;1
CEPDL;SIADR;1
CEPDL;SIADR;1
RIAR;SIADR;1
RIBR;SIADR;1
CEPVL;SIAVL;1
CEPVL;SIAVL;1
RIAR;SIAVL;1
RIVR;SIAVL;2
RMGL;SIAVL;1
RIBL;SIAVL;1
URBL;SIAVL;1
AVKL;SIAVR;1
CEPVR;SIAVR;2
RIVL;SIAVR;2
RIBR;SIAVR;1
URBR;SIAVR;2
URXR;SIAVR;1
OLQVL;SIBDL;3
RIBL;SIBDL;1
SIBVL;SIBDL;1
ADEL;SIBDR;1
OLQVR;SIBDR;4
RMDVR;SIBDR;1
AIML;SIBDR;1
RIBR;SIBDR;1
SIBVR;SIBDR;1
URYVR;SIBDR;1
AVM;SIBVL;1
OLQDL;SIBVL;3
PVCL;SIBVL;2
RMGL;SIBVL;2
AVBL;SIBVL;1
AVBR;SIBVL;1
RIBL;SIBVL;1
SDQR;SIBVL;1
SIBDL;SIBVL;1
URYVR;SIBVL;1
OLQDR;SIBVR;2
PVCR;SIBVR;2
RMDVR;SIBVR;1
RMGL;SIBVR;1
RIBL;SIBVR;1
RIBR;SIBVR;1
RMHL;SIBVR;1
SIBDR;SIBVR;1
URYVL;SIBVR;1
AIZL;SMBDL;1
AIZL;SMBDL;8
ALNR;SMBDL;2
AVAR;SMBDL;1
AVHR;SMBDL;1
AVKR;SMBDL;1
AWBL;SMBDL;1
DVA;SMBDL;3
RICL;SMBDL;2
RMED;SMBDL;3
SAAVR;SMBDL;1
SAAVR;SMBDL;1
AVKL;SMBDL;1
AVKR;SMBDL;1
RIBL;SMBDL;1
SAADL;SMBDL;1
URBR;SMBDL;1
ADEL;SMBDR;1
ADFR;SMBDR;1
AIZR;SMBDR;5
ALNL;SMBDR;2
AVAL;SMBDR;1
AVHL;SMBDR;1
CEPDL;SMBDR;1
CEPDR;SMBDR;1
DVA;SMBDR;2
PVT;SMBDR;1
RICR;SMBDR;1
RMED;SMBDR;4
SAAVL;SMBDR;3
ALNL;SMBDR;1
AVKL;SMBDR;1
AVKR;SMBDR;2
RIBR;SMBDR;1
URBL;SMBDR;1
ADFL;SMBVL;2
AIML;SMBVL;1
AIZL;SMBVL;7
AVHR;SMBVL;1
DVA;SMBVL;3
PLNL;SMBVL;1
PLNL;SMBVL;1
PLNL;SMBVL;5
RMEV;SMBVL;1
RMEV;SMBVL;4
RMGL;SMBVL;1
RMGL;SMBVL;1
SAADL;SMBVL;3
SAAVR;SMBVL;2
ADFR;SMBVR;2
AIZR;SMBVR;3
AVHL;SMBVR;2
AWBR;SMBVR;1
DVA;SMBVR;2
PLNR;SMBVR;2
PLNR;SMBVR;4
RMEV;SMBVR;3
SAADR;SMBVR;4
AVKL;SMBVR;1
AVKR;SMBVR;1
SAAVL;SMBVR;3
AIBR;SMDDL;1
AIBR;SMDDL;2
AVKR;SMDDL;1
OLLL;SMDDL;2
OLLL;SMDDL;1
RIAL;SMDDL;1
RIAL;SMDDL;3
RIAL;SMDDL;5
RIAR;SMDDL;1
RIAR;SMDDL;1
RIAR;SMDDL;2
RIAR;SMDDL;5
RIBR;SMDDL;1
RICL;SMDDL;3
RICR;SMDDL;4
RIMR;SMDDL;2
RIVR;SMDDL;2
SAAVR;SMDDL;6
RIBL;SMDDL;1
RIBR;SMDDL;1
RIS;SMDDL;1
RMDDL;SMDDL;1
SMDVR;SMDDL;2
SMDVR;SMDDL;2
URYDL;SMDDL;1
URYDR;SMDDL;3
URYDR;SMDDL;1
AIBL;SMDDR;4
AIZR;SMDDR;1
ALNR;SMDDR;1
AVKL;SMDDR;1
AVKR;SMDDR;2
OLLL;SMDDR;3
OLLL;SMDDR;1
OLLR;SMDDR;1
RIAL;SMDDR;2
RIAL;SMDDR;3
RIAL;SMDDR;7
RIAR;SMDDR;1
RIAR;SMDDR;1
RIAR;SMDDR;6
RICL;SMDDR;3
RICR;SMDDR;3
RIML;SMDDR;1
RIML;SMDDR;4
RIMR;SMDDR;4
RIS;SMDDR;2
RIVL;SMDDR;1
RMEV;SMDDR;1
SAAVL;SMDDR;8
RIBR;SMDDR;1
RIS;SMDDR;1
RMDDR;SMDDR;1
VD01;SMDDR;1
SMDVL;SMDDR;4
URYDL;SMDDR;1
URYDL;SMDDR;1
ADAR;SMDVL;2
AIBR;SMDVL;1
ALNL;SMDVL;1
ALNR;SMDVL;1
OLLR;SMDVL;4
PVR;SMDVL;1
RIAL;SMDVL;3
RIAL;SMDVL;1
RIAL;SMDVL;5
RIAR;SMDVL;8
RIAR;SMDVL;2
RIAR;SMDVL;11
RICR;SMDVL;2
RIML;SMDVL;1
RIVL;SMDVL;1
RMDDR;SMDVL;1
SMDDR;SMDVL;4
RIBR;SMDVL;2
RIS;SMDVL;1
RIVL;SMDVL;1
RMDVL;SMDVL;1
SMDVR;SMDVL;1
URYVR;SMDVL;3
ADAL;SMDVR;2
OLLL;SMDVR;4
OLLR;SMDVR;3
RIAL;SMDVR;7
RIAL;SMDVR;1
RIAL;SMDVR;10
RIAR;SMDVR;5
RIAR;SMDVR;1
RIAR;SMDVR;6
RIBL;SMDVR;2
RICL;SMDVR;1
RICR;SMDVR;1
RIS;SMDVR;1
RIVR;SMDVR;1
RIVR;SMDVR;2
RMDDL;SMDVR;1
RMDDL;SMDVR;1
SMDDL;SMDVR;2
SMDDL;SMDVR;2
RIBL;SMDVR;2
RIVR;SMDVR;2
RMDVR;SMDVR;1
SMDVL;SMDVR;1
VB01;SMDVR;1
URYVL;SMDVR;1
URYVL;SMDVR;3
BDUL;URADL;1
CEPDL;URADL;2
IL1DL;URADL;2
IL2DL;URADL;1
IL2DL;URADL;2
PVR;URADL;1
RIPL;URADL;3
RMEL;URADL;1
BDUR;URADR;1
CEPDR;URADR;1
IL1DR;URADR;1
IL2DR;URADR;3
RIPR;URADR;3
RMDVR;URADR;1
RMED;URADR;1
RMER;URADR;1
URYDR;URADR;1
CEPVL;URAVL;2
IL2VL;URAVL;3
RIPL;URAVL;3
RMEL;URAVL;1
RMER;URAVL;1
RMEV;URAVL;2
CEPVR;URAVR;1
IL1R;URAVR;1
IL2VR;URAVR;4
RIPR;URAVR;3
RMDVL;URAVR;1
RMER;URAVR;2
RMEV;URAVR;2
ADEL;URBL;1
AVBL;URBL;1
CEPDL;URBL;1
CEPDL;URBL;4
IL1L;URBL;1
RICR;URBL;1
RMDDR;URBL;1
SIAVL;URBL;1
SMBDR;URBL;1
OLQDL;URBL;1
OLQVL;URBL;1
URXL;URBL;2
URXL;URBL;2
VC05;URBL;3
ADAR;URBR;1
AVBR;URBR;1
CEPDR;URBR;1
CEPDR;URBR;2
IL1R;URBR;3
IL2R;URBR;1
IL2R;URBR;1
RICR;URBR;1
RMDL;URBR;1
RMDR;URBR;1
SIAVR;URBR;2
SMBDL;URBR;1
OLQDR;URBR;1
OLQVR;URBR;1
RMFL;URBR;1
URXR;URBR;2
URXR;URBR;4
AQR;URXL;1
ASHL;URXL;1
AUAL;URXL;1
AUAL;URXL;4
AVBL;URXL;1
AVEL;URXL;3
AVEL;URXL;1
AVJR;URXL;1
IL2L;URXL;2
RIAL;URXL;1
RIAL;URXL;7
RICL;URXL;1
RIGL;URXL;2
RIGL;URXL;1
RIR;URXL;5
RMGL;URXL;2
RMGL;URXL;1
URBL;URXL;2
URBL;URXL;2
RMGL;URXL;1
ADFR;URXR;1
AUAR;URXR;1
AUAR;URXR;3
AUAR;URXR;1
AVBL;URXR;1
AVBR;URXR;2
AVER;URXR;2
IL1R;URXR;2
IL2VR;URXR;1
OLQVR;URXR;1
RIAR;URXR;3
RIGR;URXR;2
RIPR;URXR;3
RIR;URXR;1
RIR;URXR;1
RMDR;URXR;1
RMGR;URXR;1
RMGR;URXR;1
SIAVR;URXR;1
URBR;URXR;2
URBR;URXR;4
IL2R;URXR;1
RMGR;URXR;1
AVER;URYDL;2
CEPDL;URYDL;2
IL1DL;URYDL;1
OLLL;URYDL;1
RIBL;URYDL;1
RMDDR;URYDL;1
RMDDR;URYDL;3
RMDDR;URYDL;1
RMDVL;URYDL;2
RMDVL;URYDL;4
SMDDL;URYDL;1
SMDDR;URYDL;1
SMDDR;URYDL;1
AVAL;URYDL;1
RIGL;URYDL;1
AVEL;URYDR;2
AVER;URYDR;2
CEPDR;URYDR;1
RIBR;URYDR;1
RMDDL;URYDR;3
RMDVR;URYDR;1
RMDVR;URYDR;4
SMDDL;URYDR;3
SMDDL;URYDR;1
URADR;URYDR;1
AVAR;URYDR;1
RIGR;URYDR;1
AVBR;URYVL;1
AVER;URYVL;5
IL1VL;URYVL;1
IL1VL;URYVL;1
RIAL;URYVL;1
RIBL;URYVL;2
RIH;URYVL;1
RIS;URYVL;1
RMDDL;URYVL;4
RMDVR;URYVL;2
SIBVR;URYVL;1
SMDVR;URYVL;1
SMDVR;URYVL;3
AVAR;URYVL;1
RIGL;URYVL;1
AVAL;URYVR;1
AVEL;URYVR;6
IL1VR;URYVR;1
RIAR;URYVR;1
RIBR;URYVR;1
RIH;URYVR;1
RIS;URYVR;1
RMDDR;URYVR;6
RMDVL;URYVR;1
RMDVL;URYVR;3
SIBDR;URYVR;1
SIBVL;URYVR;1
SMDVL;URYVR;3
AVAL;URYVR;1
RIGR;URYVR;1
AVEL;VA01;5
AVER;VA01;1
AVM;VA01;2
DD01;VA01;9
AVAL;VA01;3
DA02;VA01;2
VB01;VA01;3
VD01;VA01;2
VD01;VA01;2
AVAL;VA02;1
AVAL;VA02;1
AVAR;VA02;2
AVBL;VA02;1
AVDR;VA02;1
AVER;VA02;1
DD01;VA02;13
DVA;VA02;1
SABD;VA02;1
AVAL;VA02;4
SABD;VA02;3
VD01;VA02;1
VD02;VA02;3
VA03;VA02;1
VA03;VA02;1
VB01;VA02;2
VB02;VA02;1
VD01;VA02;2
VD02;VA02;8
VD02;VA02;6
AVAL;VA03;2
AVAR;VA03;5
AVDR;VA03;2
AVEL;VA03;1
AVEL;VA03;2
AVER;VA03;2
DD01;VA03;1
DD01;VA03;17
DD02;VA03;11
VA02;VA03;2
AS01;VA03;1
AVAL;VA03;1
AVAR;VA03;2
SABD;VA03;2
VA04;VA03;1
VB01;VA03;1
VD02;VA03;3
VD03;VA03;3
VD03;VA03;2
AVAL;VA04;2
AVAR;VA04;2
AVBR;VA04;1
AVDL;VA04;1
AVER;VA04;1
DD02;VA04;21
VA03;VA04;1
AS02;VA04;2
AVAL;VA04;1
AVAR;VA04;3
DA05;VA04;1
SABD;VA04;1
VB03;VA04;1
VB03;VA04;1
VB03;VA04;1
VD04;VA04;3
AVAL;VA05;3
AVAR;VA05;1
AVDL;VA05;1
AVDL;VA05;1
AVER;VA05;1
DD02;VA05;5
DD03;VA05;1
DD03;VA05;12
AS03;VA05;2
AVAL;VA05;5
AVAR;VA05;3
DA05;VA05;2
VD05;VA05;2
VD05;VA05;2
AVAL;VA06;4
AVAR;VA06;3
AVDR;VA06;1
DD03;VA06;9
DD03;VA06;15
HSNR;VA06;1
AVAL;VA06;6
AVAR;VA06;2
VB05;VA06;2
VD05;VA06;1
VD06;VA06;2
VD06;VA06;1
AVBL;VA07;1
DD03;VA07;3
DD04;VA07;12
AS05;VA07;1
AVAL;VA07;2
AVAR;VA07;4
VB03;VA07;1
VD07;VA07;9
AVAL;VA08;9
AVAR;VA08;11
AVAR;VA08;1
DD04;VA08;5
DD04;VA08;16
AS06;VA08;1
AVAL;VA08;10
AVAR;VA08;4
AVBR;VA08;1
PDER;VA08;1
PVCR;VA08;2
VA08;VA08;1
VB08;VA08;3
VB09;VA08;3
VD08;VA08;1
VA09;VA08;1
VB06;VA08;1
VB06;VA08;1
VB08;VA08;1
VD07;VA08;5
VD08;VA08;3
VD08;VA08;2
VD08;VA08;4
AVAL;VA09;7
AVAR;VA09;4
AVAR;VA09;2
AVBR;VA09;1
DD04;VA09;3
DD05;VA09;15
PDEL;VA09;1
PVDR;VA09;1
PVT;VA09;1
VA08;VA09;1
AVAL;VA09;1
AVBR;VA09;1
DVB;VA09;1
DVC;VA09;1
PVCR;VA09;1
VB08;VA09;1
VB09;VA09;4
VD07;VA09;1
VB08;VA09;4
VB08;VA09;2
VB08;VA09;9
VD09;VA09;9
VD09;VA09;1
AVAL;VA10;5
AVAR;VA10;4
AVBL;VA10;1
AVAL;VA10;1
AVAR;VA10;1
AVAL;VA11;6
AVAR;VA11;8
AVDR;VA11;1
AVG;VA11;1
DD06;VA11;10
PVNR;VA11;2
AVAL;VA11;1
AVAR;VA11;7
VA12;VA11;1
VB10;VA11;1
VD11;VA11;1
VD12;VA11;1
VD12;VA11;3
VD12;VA11;3
AS11;VA12;2
AVAL;VA12;2
DA08;VA12;3
DA09;VA12;1
DA09;VA12;4
DB07;VA12;4
DD06;VA12;2
DVA;VA12;1
LUAL;VA12;2
PHBL;VA12;1
PHBR;VA12;2
PHCL;VA12;2
PHCR;VA12;1
PVCL;VA12;2
PVCR;VA12;3
PVWL;VA12;1
PVWR;VA12;1
VA11;VA12;1
AVAR;VA12;1
PHCL;VA12;1
PHCR;VA12;1
VB11;VA12;1
VB11;VA12;1
VD12;VA12;3
VD12;VA12;2
VD13;VA12;2
VD13;VA12;9
VD13;VA12;1
AIBR;VB01;1
AIBR;VB01;3
AVFL;VB01;1
AVFL;VB01;0
DD01;VB01;1
DVA;VB01;1
DVA;VB01;1
FLPR;VB01;1
FLPR;VB01;0
RIML;VB01;2
RMFL;VB01;2
SAADL;VB01;7
SAADL;VB01;2
SAADR;VB01;2
SAADR;VB01;2
SABD;VB01;1
VA01;VB01;3
VA02;VB01;2
VA03;VB01;1
AVBL;VB01;1
AVKL;VB01;4
DB02;VB01;2
SMDVR;VB01;1
VB02;VB01;4
VD01;VB01;3
VD02;VB01;1
AIZL;VB02;1
AVBL;VB02;1
DD01;VB02;3
DD01;VB02;17
DD02;VB02;1
VA02;VB02;1
AVBL;VB02;3
AVBR;VB02;1
DB04;VB02;1
RIGL;VB02;1
VB01;VB02;4
VB03;VB02;1
VB05;VB02;1
VB07;VB02;2
VC02;VB02;1
VD02;VB02;9
VD02;VB02;3
VD03;VB02;3
VD03;VB02;2
DD02;VB03;6
DD02;VB03;31
PVCL;VB03;1
VA04;VB03;1
VA04;VB03;2
AVBR;VB03;1
DB01;VB03;1
VA07;VB03;1
VB02;VB03;1
DD02;VB04;2
DD02;VB04;4
DD03;VB04;14
DD03;VB04;2
PVCL;VB04;1
PVCR;VB04;3
AVBL;VB04;1
AVBR;VB04;1
DB01;VB04;1
DB04;VB04;1
VB05;VB04;1
VD05;VB04;2
DD03;VB05;6
DD03;VB05;21
PVCL;VB05;1
VA06;VB05;2
AVBL;VB05;1
VB02;VB05;1
VB04;VB05;1
VB06;VB05;1
VD06;VB05;1
VD06;VB05;6
VD06;VB05;2
DD04;VB06;30
PVCL;VB06;2
PVCR;VB06;2
VA08;VB06;1
VA08;VB06;1
AVBL;VB06;1
AVBR;VB06;2
DA04;VB06;1
VB05;VB06;1
VB07;VB06;1
VD06;VB06;1
VD07;VB06;8
DD04;VB07;2
PVCR;VB07;3
VB06;VB07;1
AVBL;VB07;2
AVBR;VB07;2
VB02;VB07;2
DD05;VB08;23
DD05;VB08;7
DD05;VB08;1
PVCL;VB08;1
PVCR;VB08;1
VA08;VB08;1
VA09;VB08;5
VA09;VB08;4
VA09;VB08;6
AVBL;VB08;7
AVBR;VB08;3
VA08;VB08;3
VA09;VB08;1
VB09;VB08;3
VB09;VB08;1
VB09;VB08;2
VB09;VB08;1
VD09;VB08;5
VD09;VB08;5
VD10;VB08;1
DD05;VB09;5
DD05;VB09;3
VB08;VB09;1
VB08;VB09;3
AVAL;VB09;5
AVAR;VB09;4
AVBL;VB09;1
AVBR;VB09;6
DVB;VB09;1
PVCL;VB09;2
VA08;VB09;3
VA09;VB09;4
VB08;VB09;3
VD10;VB09;4
VD10;VB09;1
VD10;VB09;2
DD06;VB10;9
PVCL;VB10;2
PVCR;VB10;1
PVT;VB10;1
VA11;VB10;1
AVBL;VB10;2
AVBR;VB10;1
AVKL;VB10;1
PVCL;VB10;1
VD11;VB10;1
VD11;VB10;1
VD12;VB10;2
VD12;VB10;1
DD06;VB11;1
DD06;VB11;6
DVA;VB11;2
PVCL;VB11;1
PVCR;VB11;1
VA12;VB11;1
AVBL;VB11;2
AVBR;VB11;1
VA12;VB11;1
VD12;VB11;1
AVL;VC01;2
DD01;VC01;4
DD01;VC01;3
DD02;VC01;2
DD02;VC01;4
DD03;VC01;2
DD03;VC01;4
DVC;VC01;1
PVT;VC01;2
VC02;VC01;6
VC03;VC01;2
VC02;VC01;3
VC02;VC01;4
VD01;VC01;1
VC03;VC01;1
VC03;VC01;2
VC04;VC01;1
VD01;VC01;1
VD01;VC01;3
VD02;VC01;1
VD03;VC01;1
VD04;VC01;2
VD05;VC01;2
VD05;VC01;3
VD06;VC01;1
DB04;VC02;1
DD01;VC02;2
DD01;VC02;4
DD02;VC02;4
DD03;VC02;5
DD03;VC02;4
DVC;VC02;1
HSNR;VC02;1
HSNR;VC02;2
PVCR;VC02;1
PVNR;VC02;1
PVNR;VC02;1
PVQR;VC02;1
PVT;VC02;2
VB02;VC02;1
VC01;VC02;4
VC01;VC02;3
VC01;VC02;6
VC03;VC02;2
VC03;VC02;4
VC03;VC02;1
VD01;VC02;2
VD02;VC02;1
VD02;VC02;1
VD04;VC02;1
VD04;VC02;4
VD05;VC02;5
VD06;VC02;1
AVBL;VC03;1
AVL;VC03;1
DD01;VC03;1
DD01;VC03;1
DD02;VC03;4
DD03;VC03;1
DD03;VC03;4
DD04;VC03;2
DD04;VC03;10
DVC;VC03;1
HSNR;VC03;1
HSNR;VC03;1
PVNR;VC03;1
PVNR;VC03;1
PVPR;VC03;1
PVQR;VC03;4
VC01;VC03;2
VC01;VC03;1
VC02;VC03;1
VC02;VC03;4
DD04;VC03;1
VC01;VC03;2
VC02;VC03;2
VC04;VC03;1
VC05;VC03;2
VC04;VC03;4
VC05;VC03;1
VD01;VC03;1
VD02;VC03;1
VD03;VC03;1
VD04;VC03;2
VD05;VC03;3
VD05;VC03;1
VD06;VC03;3
VD06;VC03;1
VD07;VC03;5
AVBL;VC04;1
AVHR;VC04;1
VC01;VC04;1
VC03;VC04;3
VC03;VC04;1
AVFR;VC04;1
VC03;VC04;1
VC05;VC04;1
VC05;VC04;1
VC05;VC04;1
AVFL;VC05;1
AVFR;VC05;1
DVC;VC05;2
HSNL;VC05;1
HSNL;VC05;3
OLLR;VC05;1
PVT;VC05;1
URBL;VC05;3
VC03;VC05;1
VC04;VC05;1
VC04;VC05;1
VC03;VC05;2
VC04;VC05;1
AS01;VD01;5
AVHL;VD01;1
DA01;VD01;17
DA02;VD01;2
DB01;VD01;21
DD01;VD01;1
PVQR;VD01;1
VA01;VD01;2
VA01;VD01;2
VA02;VD01;2
VB01;VD01;3
VC01;VD01;4
VC02;VD01;2
VC03;VD01;1
DD01;VD01;4
DVC;VD01;5
RIFL;VD01;1
RIGL;VD01;2
SMDDR;VD01;1
VA02;VD01;1
VC01;VD01;1
VD02;VD01;7
AS02;VD02;10
AS03;VD02;1
AVEL;VD02;1
DA01;VD02;1
DA02;VD02;11
DB01;VD02;15
DD01;VD02;1
DD01;VD02;1
VA02;VD02;6
VA02;VD02;8
VA03;VD02;3
VB01;VD02;1
VB02;VD02;3
VB02;VD02;9
VC01;VD02;1
VC02;VD02;2
VC03;VD02;1
AS01;VD02;1
DD01;VD02;2
VA02;VD02;3
VD01;VD02;7
VD03;VD02;2
AS03;VD03;15
AVBR;VD03;1
AVEL;VD03;1
DA02;VD03;5
DA03;VD03;25
DB01;VD03;1
DB02;VD03;23
DD02;VD03;1
VA03;VD03;2
VA03;VD03;3
VB02;VD03;2
VB02;VD03;3
VC01;VD03;1
VC03;VD03;1
PVPL;VD03;1
VD02;VD03;2
VD04;VD03;1
AS04;VD04;11
DA03;VD04;6
DA04;VD04;12
DA06;VD04;4
DB02;VD04;14
DB03;VD04;9
DD02;VD04;1
HSNR;VD04;2
VA04;VD04;3
VC01;VD04;2
VC02;VD04;5
VC03;VD04;2
DD02;VD04;2
PVPR;VD04;1
VD03;VD04;1
VD05;VD04;1
